#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
hsa01100	Metabolic pathways	50	1435	0.56	1.31	1.69e-14	9606.ENSP00000016171,9606.ENSP00000184266,9606.ENSP00000229379,9606.ENSP00000243501,9606.ENSP00000252102,9606.ENSP00000253413,9606.ENSP00000258424,9606.ENSP00000259037,9606.ENSP00000263088,9606.ENSP00000264380,9606.ENSP00000266544,9606.ENSP00000290949,9606.ENSP00000299335,9606.ENSP00000300738,9606.ENSP00000302194,9606.ENSP00000306397,9606.ENSP00000317780,9606.ENSP00000325136,9606.ENSP00000329757,9606.ENSP00000345774,9606.ENSP00000346827,9606.ENSP00000354357,9606.ENSP00000356864,9606.ENSP00000357883,9606.ENSP00000359098,9606.ENSP00000359258,9606.ENSP00000360002,9606.ENSP00000360688,9606.ENSP00000364699,9606.ENSP00000365757,9606.ENSP00000366156,9606.ENSP00000367939,9606.ENSP00000371886,9606.ENSP00000389160,9606.ENSP00000393847,9606.ENSP00000396045,9606.ENSP00000407336,9606.ENSP00000420269,9606.ENSP00000429707,9606.ENSP00000434729,9606.ENSP00000438689,9606.ENSP00000441126,9606.ENSP00000458770,9606.ENSP00000466363,9606.ENSP00000466818,9606.ENSP00000467262,9606.ENSP00000482639,9606.ENSP00000483888,9606.ENSP00000495750,9606.ENSP00000497587	COX15,NDUFB4,COX6A1,PLA2G12A,NDUFA2,ATP6V1E1,COX5B,NDUFB5,PLD2,PIKFYVE,NDUFA9,ATP6V0D1,COX11,RRM1,ATP6V1G2,UQCRFS1,COX5A,HADHB,ATP6V0C,ALDH3A2,ALDH9A1,GSTM3,MGST3,PIP5K1A,COX7A2,GCLM,GSTA4,TXNDC12,SDHD,PIP4K2A,SRM,UQCRQ,JMJD7-PLA2G4B,NDUFA11,PLA2G10,PLA2G4B,NDUFB3,ADH7,COX6C,ATP6V0B,ACADVL,NDUFC1,NDUFAB1,PIP5K1C,COX6B1,UQCR11,MGST2,NDUFB1,GSS,NDUFV1
hsa05014	Amyotrophic lateral sclerosis	26	350	0.89	2.0	3.13e-14	9606.ENSP00000184266,9606.ENSP00000225655,9606.ENSP00000229379,9606.ENSP00000229795,9606.ENSP00000252102,9606.ENSP00000258424,9606.ENSP00000259037,9606.ENSP00000266544,9606.ENSP00000287842,9606.ENSP00000306397,9606.ENSP00000317780,9606.ENSP00000336790,9606.ENSP00000359098,9606.ENSP00000364699,9606.ENSP00000367939,9606.ENSP00000378367,9606.ENSP00000389160,9606.ENSP00000407336,9606.ENSP00000429707,9606.ENSP00000441126,9606.ENSP00000458162,9606.ENSP00000458770,9606.ENSP00000466818,9606.ENSP00000467262,9606.ENSP00000483888,9606.ENSP00000497587	NDUFB4,PFN1,COX6A1,MAPK14,NDUFA2,COX5B,NDUFB5,NDUFA9,NRG1,UQCRFS1,COX5A,ATF4,COX7A2,SDHD,UQCRQ,NRG4,NDUFA11,NDUFB3,COX6C,NDUFC1,ACTG1,NDUFAB1,COX6B1,UQCR11,NDUFB1,NDUFV1
hsa05012	Parkinson disease	22	236	0.99	2.18	6.60e-14	9606.ENSP00000184266,9606.ENSP00000229379,9606.ENSP00000252102,9606.ENSP00000258424,9606.ENSP00000259037,9606.ENSP00000266544,9606.ENSP00000306397,9606.ENSP00000309591,9606.ENSP00000317780,9606.ENSP00000336790,9606.ENSP00000359098,9606.ENSP00000364699,9606.ENSP00000367939,9606.ENSP00000389160,9606.ENSP00000407336,9606.ENSP00000429707,9606.ENSP00000441126,9606.ENSP00000458770,9606.ENSP00000466818,9606.ENSP00000467262,9606.ENSP00000483888,9606.ENSP00000497587	NDUFB4,COX6A1,NDUFA2,COX5B,NDUFB5,NDUFA9,UQCRFS1,PRKACA,COX5A,ATF4,COX7A2,SDHD,UQCRQ,NDUFA11,NDUFB3,COX6C,NDUFC1,NDUFAB1,COX6B1,UQCR11,NDUFB1,NDUFV1
hsa05163	Human cytomegalovirus infection	21	217	1.0	2.18	1.39e-13	9606.ENSP00000229795,9606.ENSP00000263025,9606.ENSP00000300574,9606.ENSP00000308413,9606.ENSP00000309591,9606.ENSP00000329140,9606.ENSP00000336790,9606.ENSP00000337261,9606.ENSP00000342136,9606.ENSP00000357177,9606.ENSP00000366182,9606.ENSP00000379873,9606.ENSP00000382697,9606.ENSP00000384273,9606.ENSP00000387699,9606.ENSP00000388910,9606.ENSP00000400175,9606.ENSP00000428056,9606.ENSP00000452786,9606.ENSP00000483825,9606.ENSP00000500582	MAPK14,MAPK3,CRK,RPS6KB2,PRKACA,CREB3L2,ATF4,ARHGEF1,CREB3,ARHGEF11,ELK1,HLA-A,ROCK1,RELA,CREB1,NFATC4,RHOA,PIK3R1,ITGB3,IKBKG,AKT3
hsa04012	ErbB signaling pathway	15	81	1.29	2.67	1.99e-13	9606.ENSP00000263025,9606.ENSP00000264033,9606.ENSP00000287842,9606.ENSP00000290277,9606.ENSP00000300574,9606.ENSP00000308413,9606.ENSP00000314067,9606.ENSP00000341208,9606.ENSP00000364995,9606.ENSP00000366182,9606.ENSP00000378367,9606.ENSP00000379092,9606.ENSP00000417273,9606.ENSP00000428056,9606.ENSP00000500582	MAPK3,CBL,NRG1,ARAF,CRK,RPS6KB2,PAK2,STAT5A,SHC3,ELK1,NRG4,BTC,NCK1,PIK3R1,AKT3
hsa05132	Salmonella infection	20	209	1.0	2.1	6.97e-13	9606.ENSP00000225655,9606.ENSP00000228825,9606.ENSP00000229795,9606.ENSP00000231487,9606.ENSP00000263025,9606.ENSP00000263464,9606.ENSP00000294742,9606.ENSP00000298316,9606.ENSP00000335055,9606.ENSP00000358866,9606.ENSP00000384273,9606.ENSP00000385519,9606.ENSP00000400175,9606.ENSP00000411355,9606.ENSP00000458162,9606.ENSP00000463559,9606.ENSP00000479719,9606.ENSP00000483825,9606.ENSP00000497733,9606.ENSP00000500582	PFN1,ARPC3,MAPK14,SKP1,MAPK3,BIRC3,ARPC5,ARF6,WASF3,FLNA,RELA,CD14,RHOA,PTPRC,ACTG1,MYL12B,CYFIP2,IKBKG,CDC42,AKT3
hsa05203	Viral carcinogenesis	19	183	1.03	2.16	7.67e-13	9606.ENSP00000262367,9606.ENSP00000263025,9606.ENSP00000266970,9606.ENSP00000290949,9606.ENSP00000297029,9606.ENSP00000309591,9606.ENSP00000329140,9606.ENSP00000336790,9606.ENSP00000341208,9606.ENSP00000342136,9606.ENSP00000362649,9606.ENSP00000379873,9606.ENSP00000384273,9606.ENSP00000387699,9606.ENSP00000400175,9606.ENSP00000428056,9606.ENSP00000428924,9606.ENSP00000483825,9606.ENSP00000497733	CREBBP,MAPK3,CDK2,ATP6V0D1,SCIN,PRKACA,CREB3L2,ATF4,STAT5A,CREB3,HDAC1,HLA-A,RELA,CREB1,RHOA,PIK3R1,LYN,IKBKG,CDC42
hsa05161	Hepatitis B	18	158	1.07	2.23	8.11e-13	9606.ENSP00000229795,9606.ENSP00000262367,9606.ENSP00000263025,9606.ENSP00000266970,9606.ENSP00000270139,9606.ENSP00000290277,9606.ENSP00000329140,9606.ENSP00000336790,9606.ENSP00000341208,9606.ENSP00000342136,9606.ENSP00000351905,9606.ENSP00000366182,9606.ENSP00000384273,9606.ENSP00000387699,9606.ENSP00000388910,9606.ENSP00000428056,9606.ENSP00000483825,9606.ENSP00000500582	MAPK14,CREBBP,MAPK3,CDK2,IFNAR1,ARAF,CREB3L2,ATF4,STAT5A,CREB3,TGFBR2,ELK1,RELA,CREB1,NFATC4,PIK3R1,IKBKG,AKT3
hsa05224	Breast cancer	17	146	1.08	2.18	2.88e-12	9606.ENSP00000257430,9606.ENSP00000262320,9606.ENSP00000263025,9606.ENSP00000264634,9606.ENSP00000265441,9606.ENSP00000267843,9606.ENSP00000286201,9606.ENSP00000290277,9606.ENSP00000308413,9606.ENSP00000351605,9606.ENSP00000352414,9606.ENSP00000360058,9606.ENSP00000363826,9606.ENSP00000364163,9606.ENSP00000364995,9606.ENSP00000428056,9606.ENSP00000500582	APC,AXIN1,MAPK3,WNT5A,WNT2,FGF7,FZD7,ARAF,RPS6KB2,FZD6,FGF17,FRAT2,FZD8,NOTCH4,SHC3,PIK3R1,AKT3
hsa05120	Epithelial cell signaling in Helicobacter pylori infection	13	65	1.32	2.5	4.20e-12	9606.ENSP00000229795,9606.ENSP00000253413,9606.ENSP00000290949,9606.ENSP00000302194,9606.ENSP00000317272,9606.ENSP00000329757,9606.ENSP00000348416,9606.ENSP00000384273,9606.ENSP00000428924,9606.ENSP00000434729,9606.ENSP00000483825,9606.ENSP00000489597,9606.ENSP00000497733	MAPK14,ATP6V1E1,ATP6V0D1,ATP6V1G2,MET,ATP6V0C,TJP1,RELA,LYN,ATP6V0B,IKBKG,PTPN11,CDC42
hsa05221	Acute myeloid leukemia	13	67	1.31	2.46	5.74e-12	9606.ENSP00000241453,9606.ENSP00000254066,9606.ENSP00000263025,9606.ENSP00000290277,9606.ENSP00000308413,9606.ENSP00000338157,9606.ENSP00000341208,9606.ENSP00000384273,9606.ENSP00000385519,9606.ENSP00000402257,9606.ENSP00000428056,9606.ENSP00000483825,9606.ENSP00000500582	FLT3,RARA,MAPK3,ARAF,RPS6KB2,ZBTB16,STAT5A,RELA,CD14,RUNX1T1,PIK3R1,IKBKG,AKT3
hsa04520	Adherens junction	13	69	1.29	2.42	7.78e-12	9606.ENSP00000262367,9606.ENSP00000263025,9606.ENSP00000268182,9606.ENSP00000317272,9606.ENSP00000335055,9606.ENSP00000348416,9606.ENSP00000351905,9606.ENSP00000360293,9606.ENSP00000365042,9606.ENSP00000382004,9606.ENSP00000400175,9606.ENSP00000458162,9606.ENSP00000497733	CREBBP,MAPK3,IQGAP1,MET,WASF3,TJP1,TGFBR2,SORBS1,CSNK2B,CTNND1,RHOA,ACTG1,CDC42
hsa05215	Prostate cancer	14	97	1.18	2.19	2.51e-11	9606.ENSP00000262367,9606.ENSP00000263025,9606.ENSP00000266970,9606.ENSP00000290277,9606.ENSP00000329140,9606.ENSP00000336790,9606.ENSP00000342136,9606.ENSP00000346508,9606.ENSP00000384273,9606.ENSP00000387699,9606.ENSP00000410294,9606.ENSP00000428056,9606.ENSP00000483825,9606.ENSP00000500582	CREBBP,MAPK3,CDK2,ARAF,CREB3L2,ATF4,CREB3,PDGFA,RELA,CREB1,FGFR2,PIK3R1,IKBKG,AKT3
hsa04660	T cell receptor signaling pathway	14	100	1.16	2.15	3.55e-11	9606.ENSP00000229795,9606.ENSP00000263025,9606.ENSP00000264972,9606.ENSP00000314067,9606.ENSP00000359073,9606.ENSP00000384273,9606.ENSP00000400175,9606.ENSP00000411355,9606.ENSP00000417273,9606.ENSP00000428056,9606.ENSP00000472929,9606.ENSP00000483825,9606.ENSP00000497733,9606.ENSP00000500582	MAPK14,MAPK3,ZAP70,PAK2,VAV3,RELA,RHOA,PTPRC,NCK1,PIK3R1,VAV1,IKBKG,CDC42,AKT3
hsa05211	Renal cell carcinoma	12	65	1.28	2.25	6.88e-11	9606.ENSP00000222390,9606.ENSP00000262367,9606.ENSP00000263025,9606.ENSP00000290277,9606.ENSP00000300574,9606.ENSP00000314067,9606.ENSP00000317272,9606.ENSP00000358723,9606.ENSP00000428056,9606.ENSP00000489597,9606.ENSP00000497733,9606.ENSP00000500582	HGF,CREBBP,MAPK3,ARAF,CRK,PAK2,MET,RAP1A,PIK3R1,PTPN11,CDC42,AKT3
hsa04062	Chemokine signaling pathway	17	186	0.98	1.83	8.53e-11	9606.ENSP00000263025,9606.ENSP00000300574,9606.ENSP00000309591,9606.ENSP00000339527,9606.ENSP00000358723,9606.ENSP00000359073,9606.ENSP00000364995,9606.ENSP00000365012,9606.ENSP00000382697,9606.ENSP00000384273,9606.ENSP00000400175,9606.ENSP00000428056,9606.ENSP00000428924,9606.ENSP00000472929,9606.ENSP00000483825,9606.ENSP00000497733,9606.ENSP00000500582	MAPK3,CRK,PRKACA,FOXO3,RAP1A,VAV3,SHC3,HCK,ROCK1,RELA,RHOA,PIK3R1,LYN,VAV1,IKBKG,CDC42,AKT3
hsa04670	Leukocyte transendothelial migration	14	111	1.12	2.01	1.18e-10	9606.ENSP00000229795,9606.ENSP00000358723,9606.ENSP00000359073,9606.ENSP00000371897,9606.ENSP00000379350,9606.ENSP00000382004,9606.ENSP00000382697,9606.ENSP00000400175,9606.ENSP00000428056,9606.ENSP00000458162,9606.ENSP00000463559,9606.ENSP00000472929,9606.ENSP00000489597,9606.ENSP00000497733	MAPK14,RAP1A,VAV3,ARHGAP5,ITGB1,CTNND1,ROCK1,RHOA,PIK3R1,ACTG1,MYL12B,VAV1,PTPN11,CDC42
hsa05100	Bacterial invasion of epithelial cells	12	70	1.25	2.16	1.38e-10	9606.ENSP00000228825,9606.ENSP00000264033,9606.ENSP00000294742,9606.ENSP00000300574,9606.ENSP00000317272,9606.ENSP00000346839,9606.ENSP00000364995,9606.ENSP00000379350,9606.ENSP00000400175,9606.ENSP00000428056,9606.ENSP00000458162,9606.ENSP00000497733	ARPC3,CBL,ARPC5,CRK,MET,FN1,SHC3,ITGB1,RHOA,PIK3R1,ACTG1,CDC42
hsa04145	Phagosome	15	141	1.04	1.89	1.90e-10	9606.ENSP00000253413,9606.ENSP00000264380,9606.ENSP00000290949,9606.ENSP00000296585,9606.ENSP00000302194,9606.ENSP00000329757,9606.ENSP00000351497,9606.ENSP00000355751,9606.ENSP00000356946,9606.ENSP00000379350,9606.ENSP00000379873,9606.ENSP00000385519,9606.ENSP00000434729,9606.ENSP00000452786,9606.ENSP00000458162	ATP6V1E1,PIKFYVE,ATP6V0D1,ITGA2,ATP6V1G2,ATP6V0C,FCGR2B,THBS2,FCGR3A,ITGB1,HLA-A,CD14,ATP6V0B,ITGB3,ACTG1
hsa04380	Osteoclast differentiation	14	120	1.08	1.91	2.85e-10	9606.ENSP00000229795,9606.ENSP00000263025,9606.ENSP00000270139,9606.ENSP00000351497,9606.ENSP00000351905,9606.ENSP00000354952,9606.ENSP00000356946,9606.ENSP00000384273,9606.ENSP00000387699,9606.ENSP00000391803,9606.ENSP00000428056,9606.ENSP00000452786,9606.ENSP00000483825,9606.ENSP00000500582	MAPK14,MAPK3,IFNAR1,FCGR2B,TGFBR2,GAB2,FCGR3A,RELA,CREB1,MITF,PIK3R1,ITGB3,IKBKG,AKT3
hsa04072	Phospholipase D signaling pathway	15	147	1.03	1.83	3.13e-10	9606.ENSP00000263025,9606.ENSP00000263088,9606.ENSP00000289104,9606.ENSP00000298316,9606.ENSP00000346508,9606.ENSP00000354952,9606.ENSP00000357883,9606.ENSP00000364995,9606.ENSP00000371886,9606.ENSP00000396045,9606.ENSP00000400175,9606.ENSP00000428056,9606.ENSP00000466363,9606.ENSP00000489597,9606.ENSP00000500582	MAPK3,PLD2,MRAS,ARF6,PDGFA,GAB2,PIP5K1A,SHC3,JMJD7-PLA2G4B,PLA2G4B,RHOA,PIK3R1,PIP5K1C,PTPN11,AKT3
hsa04360	Axon guidance	16	176	0.98	1.76	3.33e-10	9606.ENSP00000263025,9606.ENSP00000264634,9606.ENSP00000298159,9606.ENSP00000314067,9606.ENSP00000317272,9606.ENSP00000339916,9606.ENSP00000379350,9606.ENSP00000382697,9606.ENSP00000388910,9606.ENSP00000400175,9606.ENSP00000417273,9606.ENSP00000428056,9606.ENSP00000432660,9606.ENSP00000463559,9606.ENSP00000489597,9606.ENSP00000497733	MAPK3,WNT5A,CFL2,PAK2,MET,LIMK2,ITGB1,ROCK1,NFATC4,RHOA,NCK1,PIK3R1,CFL1,MYL12B,PTPN11,CDC42
hsa01521	EGFR tyrosine kinase inhibitor resistance	12	77	1.21	2.05	3.35e-10	9606.ENSP00000222390,9606.ENSP00000263025,9606.ENSP00000287842,9606.ENSP00000290277,9606.ENSP00000308413,9606.ENSP00000317272,9606.ENSP00000339527,9606.ENSP00000346508,9606.ENSP00000364995,9606.ENSP00000410294,9606.ENSP00000428056,9606.ENSP00000500582	HGF,MAPK3,NRG1,ARAF,RPS6KB2,MET,FOXO3,PDGFA,SHC3,FGFR2,PIK3R1,AKT3
hsa04024	cAMP signaling pathway	17	207	0.93	1.7	3.42e-10	9606.ENSP00000262367,9606.ENSP00000263025,9606.ENSP00000263088,9606.ENSP00000309591,9606.ENSP00000326031,9606.ENSP00000329140,9606.ENSP00000342136,9606.ENSP00000358723,9606.ENSP00000359073,9606.ENSP00000382697,9606.ENSP00000384273,9606.ENSP00000387699,9606.ENSP00000389168,9606.ENSP00000400175,9606.ENSP00000428056,9606.ENSP00000472929,9606.ENSP00000500582	CREBBP,MAPK3,PLD2,PRKACA,PPP1CA,CREB3L2,CREB3,RAP1A,VAV3,ROCK1,RELA,CREB1,PPP1R12A,RHOA,PIK3R1,VAV1,AKT3
hsa04662	B cell receptor signaling pathway	12	78	1.21	2.04	3.69e-10	9606.ENSP00000263025,9606.ENSP00000330825,9606.ENSP00000351497,9606.ENSP00000359073,9606.ENSP00000376544,9606.ENSP00000384273,9606.ENSP00000385886,9606.ENSP00000428056,9606.ENSP00000428924,9606.ENSP00000472929,9606.ENSP00000483825,9606.ENSP00000500582	MAPK3,IFITM1,FCGR2B,VAV3,CD79B,RELA,RASGRP3,PIK3R1,LYN,VAV1,IKBKG,AKT3
hsa05166	Human T-cell leukemia virus 1 infection	17	210	0.93	1.68	4.05e-10	9606.ENSP00000262367,9606.ENSP00000263025,9606.ENSP00000266970,9606.ENSP00000309591,9606.ENSP00000329140,9606.ENSP00000336790,9606.ENSP00000341208,9606.ENSP00000342136,9606.ENSP00000351905,9606.ENSP00000366182,9606.ENSP00000379873,9606.ENSP00000384273,9606.ENSP00000387699,9606.ENSP00000388910,9606.ENSP00000428056,9606.ENSP00000483825,9606.ENSP00000500582	CREBBP,MAPK3,CDK2,PRKACA,CREB3L2,ATF4,STAT5A,CREB3,TGFBR2,ELK1,HLA-A,RELA,CREB1,NFATC4,PIK3R1,IKBKG,AKT3
hsa04934	Cushing syndrome	15	153	1.01	1.79	4.66e-10	9606.ENSP00000257430,9606.ENSP00000262320,9606.ENSP00000263025,9606.ENSP00000264634,9606.ENSP00000265441,9606.ENSP00000266970,9606.ENSP00000286201,9606.ENSP00000309591,9606.ENSP00000329140,9606.ENSP00000336790,9606.ENSP00000342136,9606.ENSP00000351605,9606.ENSP00000358723,9606.ENSP00000363826,9606.ENSP00000387699	APC,AXIN1,MAPK3,WNT5A,WNT2,CDK2,FZD7,PRKACA,CREB3L2,ATF4,CREB3,FZD6,RAP1A,FZD8,CREB1
hsa04722	Neurotrophin signaling pathway	13	112	1.08	1.81	1.31e-09	9606.ENSP00000229795,9606.ENSP00000263025,9606.ENSP00000300574,9606.ENSP00000336790,9606.ENSP00000339527,9606.ENSP00000358723,9606.ENSP00000364995,9606.ENSP00000384273,9606.ENSP00000400175,9606.ENSP00000428056,9606.ENSP00000489597,9606.ENSP00000497733,9606.ENSP00000500582	MAPK14,MAPK3,CRK,ATF4,FOXO3,RAP1A,SHC3,RELA,RHOA,PIK3R1,PTPN11,CDC42,AKT3
hsa04935	Growth hormone synthesis, secretion and action	13	117	1.06	1.76	2.10e-09	9606.ENSP00000229795,9606.ENSP00000262367,9606.ENSP00000263025,9606.ENSP00000300574,9606.ENSP00000309591,9606.ENSP00000329140,9606.ENSP00000336790,9606.ENSP00000341208,9606.ENSP00000342136,9606.ENSP00000364995,9606.ENSP00000387699,9606.ENSP00000428056,9606.ENSP00000500582	MAPK14,CREBBP,MAPK3,CRK,PRKACA,CREB3L2,ATF4,STAT5A,CREB3,SHC3,CREB1,PIK3R1,AKT3
hsa04916	Melanogenesis	12	95	1.12	1.81	2.64e-09	9606.ENSP00000262367,9606.ENSP00000263025,9606.ENSP00000264634,9606.ENSP00000265441,9606.ENSP00000286201,9606.ENSP00000309591,9606.ENSP00000329140,9606.ENSP00000342136,9606.ENSP00000351605,9606.ENSP00000363826,9606.ENSP00000387699,9606.ENSP00000391803	CREBBP,MAPK3,WNT5A,WNT2,FZD7,PRKACA,CREB3L2,CREB3,FZD6,FZD8,CREB1,MITF
hsa04530	Tight junction	14	157	0.97	1.59	5.99e-09	9606.ENSP00000216181,9606.ENSP00000306124,9606.ENSP00000309591,9606.ENSP00000348416,9606.ENSP00000358723,9606.ENSP00000379350,9606.ENSP00000379616,9606.ENSP00000382697,9606.ENSP00000400175,9606.ENSP00000418447,9606.ENSP00000458162,9606.ENSP00000463559,9606.ENSP00000493594,9606.ENSP00000497733	MYH9,PRKCE,PRKACA,TJP1,RAP1A,ITGB1,MYH11,ROCK1,RHOA,PPP2CA,ACTG1,MYL12B,MYH14,CDC42
hsa05418	Fluid shear stress and atherosclerosis	13	129	1.02	1.65	6.00e-09	9606.ENSP00000229795,9606.ENSP00000346508,9606.ENSP00000354357,9606.ENSP00000356864,9606.ENSP00000360002,9606.ENSP00000384273,9606.ENSP00000400175,9606.ENSP00000428056,9606.ENSP00000452786,9606.ENSP00000458162,9606.ENSP00000482639,9606.ENSP00000483825,9606.ENSP00000500582	MAPK14,PDGFA,GSTM3,MGST3,GSTA4,RELA,RHOA,PIK3R1,ITGB3,ACTG1,MGST2,IKBKG,AKT3
hsa04928	Parathyroid hormone synthesis, secretion and action	12	104	1.08	1.71	6.44e-09	9606.ENSP00000263025,9606.ENSP00000263088,9606.ENSP00000290277,9606.ENSP00000309591,9606.ENSP00000329140,9606.ENSP00000336790,9606.ENSP00000337261,9606.ENSP00000342136,9606.ENSP00000357177,9606.ENSP00000363817,9606.ENSP00000387699,9606.ENSP00000400175	MAPK3,PLD2,ARAF,PRKACA,CREB3L2,ATF4,ARHGEF1,CREB3,ARHGEF11,RXRB,CREB1,RHOA
hsa05206	MicroRNAs in cancer	14	159	0.96	1.58	6.62e-09	9606.ENSP00000257430,9606.ENSP00000262367,9606.ENSP00000263025,9606.ENSP00000300574,9606.ENSP00000306124,9606.ENSP00000317272,9606.ENSP00000346508,9606.ENSP00000362649,9606.ENSP00000364163,9606.ENSP00000382697,9606.ENSP00000400175,9606.ENSP00000428056,9606.ENSP00000452786,9606.ENSP00000478061	APC,CREBBP,MAPK3,CRK,PRKCE,MET,PDGFA,HDAC1,NOTCH4,ROCK1,RHOA,PIK3R1,ITGB3,MARCKS
hsa04022	cGMP-PKG signaling pathway	14	163	0.95	1.55	8.78e-09	9606.ENSP00000258111,9606.ENSP00000263025,9606.ENSP00000306124,9606.ENSP00000319370,9606.ENSP00000326031,9606.ENSP00000329140,9606.ENSP00000336790,9606.ENSP00000342136,9606.ENSP00000382697,9606.ENSP00000387699,9606.ENSP00000388910,9606.ENSP00000389168,9606.ENSP00000400175,9606.ENSP00000500582	KCNMB4,MAPK3,PRKCE,KCNMB3,PPP1CA,CREB3L2,ATF4,CREB3,ROCK1,CREB1,NFATC4,PPP1R12A,RHOA,AKT3
hsa04664	Fc epsilon RI signaling pathway	10	65	1.21	1.77	1.27e-08	9606.ENSP00000229795,9606.ENSP00000263025,9606.ENSP00000354952,9606.ENSP00000359073,9606.ENSP00000371886,9606.ENSP00000396045,9606.ENSP00000428056,9606.ENSP00000428924,9606.ENSP00000472929,9606.ENSP00000500582	MAPK14,MAPK3,GAB2,VAV3,JMJD7-PLA2G4B,PLA2G4B,PIK3R1,LYN,VAV1,AKT3
hsa05170	Human immunodeficiency virus 1 infection	15	203	0.89	1.45	1.50e-08	9606.ENSP00000229795,9606.ENSP00000231487,9606.ENSP00000263025,9606.ENSP00000298159,9606.ENSP00000300574,9606.ENSP00000308413,9606.ENSP00000314067,9606.ENSP00000339916,9606.ENSP00000379873,9606.ENSP00000384273,9606.ENSP00000388910,9606.ENSP00000428056,9606.ENSP00000432660,9606.ENSP00000483825,9606.ENSP00000500582	MAPK14,SKP1,MAPK3,CFL2,CRK,RPS6KB2,PAK2,LIMK2,HLA-A,RELA,NFATC4,PIK3R1,CFL1,IKBKG,AKT3
hsa05202	Transcriptional misregulation in cancer	14	171	0.93	1.5	1.50e-08	9606.ENSP00000241453,9606.ENSP00000254066,9606.ENSP00000263464,9606.ENSP00000282397,9606.ENSP00000317272,9606.ENSP00000338157,9606.ENSP00000346508,9606.ENSP00000351905,9606.ENSP00000362649,9606.ENSP00000363817,9606.ENSP00000384273,9606.ENSP00000385519,9606.ENSP00000391803,9606.ENSP00000402257	FLT3,RARA,BIRC3,FLT1,MET,ZBTB16,PDGFA,TGFBR2,HDAC1,RXRB,RELA,CD14,MITF,RUNX1T1
hsa04723	Retrograde endocannabinoid signaling	13	142	0.98	1.55	1.57e-08	9606.ENSP00000184266,9606.ENSP00000229795,9606.ENSP00000252102,9606.ENSP00000259037,9606.ENSP00000263025,9606.ENSP00000266544,9606.ENSP00000309591,9606.ENSP00000389160,9606.ENSP00000407336,9606.ENSP00000441126,9606.ENSP00000458770,9606.ENSP00000483888,9606.ENSP00000497587	NDUFB4,MAPK14,NDUFA2,NDUFB5,MAPK3,NDUFA9,PRKACA,NDUFA11,NDUFB3,NDUFC1,NDUFAB1,NDUFB1,NDUFV1
hsa04071	Sphingolipid signaling pathway	12	116	1.03	1.59	1.79e-08	9606.ENSP00000229795,9606.ENSP00000261461,9606.ENSP00000263025,9606.ENSP00000263088,9606.ENSP00000306124,9606.ENSP00000354952,9606.ENSP00000382697,9606.ENSP00000384273,9606.ENSP00000400175,9606.ENSP00000418447,9606.ENSP00000428056,9606.ENSP00000500582	MAPK14,PPP2R5A,MAPK3,PLD2,PRKCE,GAB2,ROCK1,RELA,RHOA,PPP2CA,PIK3R1,AKT3
hsa05222	Small cell lung cancer	11	92	1.1	1.64	2.03e-08	9606.ENSP00000263464,9606.ENSP00000266970,9606.ENSP00000296585,9606.ENSP00000324532,9606.ENSP00000346839,9606.ENSP00000363817,9606.ENSP00000379350,9606.ENSP00000384273,9606.ENSP00000428056,9606.ENSP00000483825,9606.ENSP00000500582	BIRC3,CDK2,ITGA2,LAMA3,FN1,RXRB,ITGB1,RELA,PIK3R1,IKBKG,AKT3
hsa05212	Pancreatic cancer	10	71	1.17	1.69	2.48e-08	9606.ENSP00000263025,9606.ENSP00000263088,9606.ENSP00000290277,9606.ENSP00000308413,9606.ENSP00000351905,9606.ENSP00000384273,9606.ENSP00000428056,9606.ENSP00000483825,9606.ENSP00000497733,9606.ENSP00000500582	MAPK3,PLD2,ARAF,RPS6KB2,TGFBR2,RELA,PIK3R1,IKBKG,CDC42,AKT3
hsa05231	Choline metabolism in cancer	11	95	1.08	1.61	2.67e-08	9606.ENSP00000263025,9606.ENSP00000263088,9606.ENSP00000308413,9606.ENSP00000335055,9606.ENSP00000346508,9606.ENSP00000357883,9606.ENSP00000371886,9606.ENSP00000396045,9606.ENSP00000428056,9606.ENSP00000466363,9606.ENSP00000500582	MAPK3,PLD2,RPS6KB2,WASF3,PDGFA,PIP5K1A,JMJD7-PLA2G4B,PLA2G4B,PIK3R1,PIP5K1C,AKT3
hsa04218	Cellular senescence	13	150	0.96	1.49	2.70e-08	9606.ENSP00000229795,9606.ENSP00000263025,9606.ENSP00000266970,9606.ENSP00000289104,9606.ENSP00000295006,9606.ENSP00000326031,9606.ENSP00000339527,9606.ENSP00000351905,9606.ENSP00000379873,9606.ENSP00000384273,9606.ENSP00000388910,9606.ENSP00000428056,9606.ENSP00000500582	MAPK14,MAPK3,CDK2,MRAS,CAPN2,PPP1CA,FOXO3,TGFBR2,HLA-A,RELA,NFATC4,PIK3R1,AKT3
hsa05218	Melanoma	10	72	1.16	1.68	2.70e-08	9606.ENSP00000222390,9606.ENSP00000263025,9606.ENSP00000267843,9606.ENSP00000290277,9606.ENSP00000317272,9606.ENSP00000346508,9606.ENSP00000352414,9606.ENSP00000391803,9606.ENSP00000428056,9606.ENSP00000500582	HGF,MAPK3,FGF7,ARAF,MET,PDGFA,FGF17,MITF,PIK3R1,AKT3
