"GeneSymbol","Direction","PValue","FDR","FoldChange","EntrezID","logFC"
"SLC38A6","up",0.0001939634639,0.010848522,3.6043859,145389,1.8497534801337
"YBX2","up",0.0001943979531,0.010848522,3.3378358,51087,1.73891298515217
"SLC10A3","up",0.00019451836,0.010848522,2.0602697,8273,1.04283320604158
"TAF6","up",0.0001949220656,0.010848522,9.6619597,6878,3.27231583530659
"ACADL","up",0.0001950428745,0.010848522,2.6333861,33,1.39691906096566
"CCL23","up",0.0001969184931,0.010848522,16.8970556,6368,4.0786999661662
"TMBIM4","up",0.0001974378853,0.010848522,9.0111194,51643,3.17170633495296
"C7orf26","up",0.0001979183732,0.010848522,4.6407164,79034,2.21434753529842
"SEMA4D","up",0.0001981353809,0.010848522,3.6921658,10507,1.88446733994657
"IL17RE","up",0.0001989665232,0.010848522,4.1642017,132014,2.05803994965133
"MAP4","down",0.0001989692925,0.010848522,37.1047505,4134,5.21353200097998
"HLA-F","down",0.0001992706875,0.010848522,72.7192963,3134,6.18426633361888
"TACC1","down",0.0002005258686,0.010848522,5.131537,6867,2.35939100715067
"TAF1L","up",0.0002007559476,0.010848522,3.1867375,138474,1.67208018540213
"CDK5RAP3","down",0.0002007792041,0.010848522,5.0595735,80279,2.33901577713932
"NUDT6","up",0.0002016036047,0.010848522,5.832352,11162,2.54407779328104
"CACYBP","up",0.0002018644733,0.010848522,3.4517414,27101,1.78732438371948
"MRPL47","up",0.0002023405834,0.010848522,15.3813863,57129,3.94311363186745
"TMEM248","up",0.0002033031378,0.010848522,5.1876878,55069,2.37509165943839
"SPP1","down",0.000203388453,0.010848522,11.7100408,6696,3.54967419735801
"PEX19","up",0.0002038596574,0.010848522,3.2328967,5824,1.69282741009973
"SYDE1","down",0.0002040103875,0.010848522,2.1553702,85360,1.10793568362297
"BMP4","up",0.0002051606937,0.010848522,4.3885723,652,2.13375167536145
"CD52","up",0.0002053815099,0.010848522,7.5790164,1043,2.92201062848621
"TMEM35","up",0.000205928135,0.010848522,7.9035354,59353,2.98249814228996
"ZNF232","up",0.0002060283982,0.010848522,3.0621412,7775,1.61454080923974
"TMEM14C","up",0.0002060285026,0.010848522,2.2742607,51522,1.18539764079104
"GPRASP2","up",0.0002066203964,0.010851575,5.2504849,114928,2.39245066668749
"CHRNA7","up",0.0002081424328,0.010903337,3.9425077,1139,1.97911357270531
"STC2","up",0.0002101425576,0.010969378,5.7931082,8614,2.53433761100414
"TREM2","up",0.0002104825391,0.010969378,6.8381933,54209,2.77361520501901
"KDM4C","up",0.0002123350407,0.011011864,5.9395997,23081,2.57036570370531
"GATAD2B","down",0.0002123813435,0.011011864,2.7618356,57459,1.46562744482272
"CDCA7L","up",0.0002138815983,0.011061434,20.5506241,55536,4.36111030253169
"MIF4GD","up",0.0002152213513,0.011102472,4.4093193,57409,2.14055595321747
"RPS18","up",0.0002179314533,0.011123687,18.8204254,6222,4.2342273327059
"MYBPHL","down",0.0002180571979,0.011123687,10.7508863,343263,3.42638369497252
"SEC61A2","up",0.0002180585275,0.011123687,3.9595267,55176,1.98532798879682
"REM1","up",0.0002183269777,0.011123687,3.1473452,28954,1.65413542173003
"NDNL2","up",0.0002197579579,0.011123687,3.334687,56160,1.73755135369189
"BANF1","up",0.0002199059114,0.011123687,11.8287124,8815,3.56422113431019
"AGAP3","up",0.0002201919645,0.011123687,6.7952144,116988,2.7645190710717
"DUSP15","up",0.0002209119938,0.011123687,4.3858601,128853,2.13285979371346
"RPL22","up",0.0002211123265,0.011123687,63.6053597,6146,5.99107643408907
"TAF5L","down",0.0002215772569,0.011123687,3.7710019,27097,1.91494787737427
"GPR6","up",0.0002220471045,0.011123687,3.2029614,2830,1.67940641179847
"IGFL2","up",0.0002228803543,0.011123687,2.9920775,147920,1.58114754401487
"CCDC19","up",0.0002231784039,0.011123687,2.8447715,25790,1.50831277588654
"APEX1","up",0.0002232946799,0.011123687,2.1525108,328,1.10602047621322
"RPS12","down",0.0002240020962,0.011131568,2.2684117,6206,1.18168250255775
"SLC38A3","up",0.0002245482282,0.011131568,3.3523779,10991,1.74518478738035
"ARMC10","up",0.0002254768753,0.011150408,2.2037675,83787,1.1399720259552
"VAMP1","up",0.0002285496006,0.011263068,14.0557481,6843,3.81308833632799
"FAM82B","up",0.0002291633329,0.011263068,6.3663283,51115,2.67046155605794
"SCN8A","down",0.0002318480554,0.011292812,3.0542559,6334,1.61082094301049
"RTN4","up",0.0002320991259,0.011292812,3.3148461,57142,1.72894189117621
"RASGRP4","up",0.0002325384268,0.011292812,3.1900361,115727,1.67357275032127
"CACNA1C","up",0.0002327112638,0.011292812,3.7559512,775,1.9091783185893
"GPNMB","up",0.0002345003257,0.011292812,3.2261318,10457,1.68980537938699
"PRKRA","up",0.000234928939,0.011292812,4.1749881,8575,2.06177208546802
"NFAT5","down",0.0002354030803,0.011292812,3.3890924,10725,1.7608989709041
"SMYD5","up",0.000235468595,0.011292812,4.1159277,10322,2.04121764020866
"SLC38A7","up",0.000235483254,0.011292812,7.6147531,55238,2.92879725966986
"EDDM3B","up",0.0002355794531,0.011292812,7.1705774,64184,2.84208929446096
"C3orf20","up",0.0002383287971,0.011369822,4.6873015,84077,2.2287575958763
"GPR182","down",0.0002383342462,0.011369822,3.854417,11318,1.94651266174465
"FAM98C","up",0.0002393109833,0.011369822,4.1258171,147965,2.04467986708682
"RNF217","up",0.0002394235499,0.011369822,3.3969667,154214,1.76424707574425
"ADRA1D","up",0.0002403271714,0.011384056,7.7258753,146,2.94969839184328
"EMD","up",0.0002411766159,0.011384056,13.9877751,2010,3.80609460010175
"PIM3","up",0.0002415029867,0.011384056,7.6529874,415116,2.93602302438747
"TRIM55","up",0.0002419636891,0.011384056,6.4933773,84675,2.69896904010965
"WNK2","up",0.0002440292252,0.01140554,5.8381725,65268,2.545516838661
"NDUFAB1","up",0.0002443842764,0.01140554,8.3343953,4706,3.05907752862516
"S1PR1","up",0.0002446649748,0.01140554,6.6720523,1901,2.73813059763373
"TUSC1","up",0.000245751083,0.011429956,4.097425,286319,2.03471754221837
"KCNMB3","up",0.0002467267868,0.011449137,3.5612853,27094,1.83239801683205
"APH1A","down",0.0002478589503,0.011473938,13.4628163,51107,3.7509083352246
"CBLL1","up",0.0002483902881,0.011473938,7.3078374,79872,2.86944453423588
"TMEM14B","up",0.0002504783293,0.011525562,2.5524476,81853,1.3518813438666
"MAB21L1","up",0.0002506419836,0.011525562,27.7746893,4081,4.79569886796505
"PEX11B","up",0.000251650654,0.011545823,8.6014638,8799,3.10458219903518
"MAGEA10","down",0.0002530488116,0.011564303,6.5186675,4109,2.70457708905614
"PPM1A","up",0.0002532759576,0.011564303,5.5196276,5494,2.46457093407648
"DRAM2","up",0.0002539884132,0.011564303,9.380926,128338,3.22973033954982
"MCMDC2","up",0.0002567276653,0.011612785,3.5575412,157777,1.83088046474656
"SLC38A10","up",0.0002571096205,0.011612785,2.775264,124565,1.47262501592214
"MBIP","up",0.0002586642445,0.011626958,6.6590029,51562,2.73530616844982
"CD33","up",0.0002595919427,0.011626958,38.1263857,945,5.2527178680224
"ETNK1","up",0.0002598634569,0.011626958,2.2053434,55500,1.14100331923102
"NEUROD2","down",0.000260263917,0.011626958,40.0616055,4761,5.32414833432243
"FGD2","up",0.0002602836939,0.011626958,18.8646984,221472,4.23761713008428
"MEF2C","down",0.0002630938223,0.011652851,4.5732366,4208,2.19321556004073
"MSC","up",0.0002642550228,0.011652851,3.0838277,9242,1.62472216107018
"RARRES3","up",0.0002645819696,0.011652851,6.5732242,5920,2.71660119343389
"PLCE1","up",0.0002647131195,0.011652851,2.1571347,51196,1.1091162668806
"SDF2L1","down",0.0002656057894,0.011652851,3.2558581,23753,1.7030378240245
"BANP","up",0.0002659413688,0.011652851,3.8753773,54971,1.95433677550703
"AKR1B1","up",0.0002671082741,0.011652851,3.5292179,231,1.8193485073476
"C2orf76","up",0.0002672794079,0.011652851,7.5732866,130355,2.92091952643535
"VPS72","up",0.0002673524741,0.011652851,3.7016727,6944,1.8881773384927
"ALDOB","up",0.0002678776983,0.011652851,11.2193685,229,3.48791956873441
"MRPL43","up",0.0002683165732,0.011652851,2.6155216,84545,1.38709868440482
"NFU1","up",0.0002696020319,0.011663983,3.8131131,27247,1.93096932319339
"IZUMO4","down",0.000270494769,0.011663983,2.1059011,113177,1.07443768427915
"CACFD1","down",0.0002707887858,0.011663983,8.3584189,11094,3.06323006421289
"KCNIP2","up",0.0002718498926,0.011663983,4.8797596,30819,2.28681007556874
"ZMAT4","down",0.0002718614311,0.011663983,365.9546499,79698,8.51552106664985
"OPALIN","up",0.0002720161378,0.011663983,6.0624427,93377,2.59989920642358
"OR1D5","up",0.0002729249651,0.011678316,4.5816362,8386,2.19586290750924
"ATPAF1","down",0.0002740733373,0.011691348,13.2879668,64756,3.73204846872961
"NRD1","up",0.0002753579876,0.011691348,2.1444399,4898,1.1006008836177
"RNF208","up",0.0002759914705,0.011691348,6.0625371,727800,2.59992167085884
"NDOR1","up",0.0002763131548,0.011691348,2.4925961,27158,1.31764912762077
"SEC63","down",0.000276815049,0.011691348,4.5758095,11231,2.19402699111846
"ARL17B","up",0.0002778547863,0.011691348,3.7452742,100506084,1.90507134551953
"EARS2","up",0.0002785096271,0.011691348,5.6486532,124454,2.49790692889091
"NFATC4","down",0.0002785529709,0.011691348,5.2463686,4776,2.39131917220656
"MMP10","up",0.0002801026359,0.011691348,7.7499133,4319,2.95418017072756
"ZFP64","up",0.0002805141123,0.011691348,3.751317,55734,1.90739718115566
"CCL21","up",0.0002810334356,0.011691348,8.6969711,6366,3.12051304005861
"AGL","up",0.0002815581835,0.011691348,5.8617838,178,2.55133975812983
"HEATR2","up",0.000281905418,0.011691348,4.6407345,54919,2.21435316217304
"MYOF","down",0.0002821404132,0.011691348,3.0928728,26509,1.62894750119868
"C5orf25","up",0.0002824431002,0.011691348,3.4874558,375484,1.80217493234687
"CASP8","up",0.0002826150177,0.011691348,5.9769953,841,2.57942040830319
"LAT","up",0.0002838875291,0.011691348,2.2028216,27040,1.13935266016948
"FGF17","down",0.0002862507256,0.011691348,230.4300141,8822,7.84818483352135
"PLEKHG1","up",0.0002872554483,0.011691348,3.5276579,57480,1.81871066012902
"IL15","up",0.0002873575123,0.011691348,9.0898232,3600,3.1842522338073
"EMID1","up",0.0002877619392,0.011691348,9.9198202,129080,3.31031397152756
"SF3A1","up",0.0002885047707,0.011691348,2.2118499,10291,1.14525348508747
"ERVMER34-1","up",0.0002890588229,0.011691348,8.6669591,100288413,3.11552589645864
"IL32","up",0.0002901936316,0.011691348,17.6404962,9235,4.14081923714397
"HCST","up",0.0002918124643,0.011691348,7.5718848,10870,2.92065246179003
"PYROXD2","down",0.00029202679,0.011691348,72.6456245,84795,6.1828040007668
"DCAF5","down",0.0002925721512,0.011691348,2.8227486,8816,1.49710064501717
"MYLK2","down",0.0002926819029,0.011691348,109.4119772,85366,6.77362686667328
"IGFLR1","up",0.0002928615357,0.011691348,4.5176363,79713,2.1755681287861
"ERAP1","up",0.0002941278953,0.011691348,3.4109311,51752,1.77016561314767
"C18orf8","up",0.0002944863446,0.011691348,4.8237362,29919,2.27015101143405
"ELAVL4","up",0.0002945410853,0.011691348,7.8354772,1996,2.9700211410806
"PARP2","down",0.0002945419213,0.011691348,8.2702503,10038,3.04793099337529
"GABARAPL1","up",0.0002952813413,0.011691348,5.7567221,23710,2.52524756927567
"FAXC","up",0.0002956327668,0.011691348,4.7848249,84553,2.25846613045345
"ANKAR","up",0.0002957586742,0.011691348,3.2703768,150709,1.70945686696924
"TXNDC12","up",0.0002962383311,0.011691348,2.9279429,51060,1.54988741882343
"APCDD1","up",0.000297145595,0.011704427,5.9430546,147495,2.57120463532974
"MUL1","up",0.0002985308952,0.011717649,6.1364898,79594,2.61741363991865
"HMGN1","down",0.0002986343001,0.011717649,11.2284042,3150,3.48908099890918
"ZNF580","up",0.0002992392648,0.011718763,8.2430295,51157,3.04317465796341
"CDHR5","up",0.000300050717,0.011727944,5.0710336,53841,2.34227983354333
"BBS1","up",0.0003027060161,0.011809021,3.397608,582,1.76451941076838
"LAMP2","up",0.0003034705028,0.011816165,4.6411693,3920,2.21448832491934
"CHPT1","up",0.0003091706817,0.011945802,2.5936767,56994,1.37499865986132
"PURA","down",0.0003095940207,0.011945802,18.8297695,5813,4.23494343455048
"GFRA4","down",0.0003101227167,0.011945802,8.5925202,64096,3.10308133820718
"VCAM1","up",0.0003121069483,0.011945802,12.1583145,7412,3.60387133756412
"N6AMT2","up",0.0003123942604,0.011945802,9.2727965,221143,3.21300449400256
"SCMH1","down",0.0003125920903,0.011945802,3.8868469,22955,1.95860028211478
"BTF3L4","up",0.0003129764748,0.011945802,3.8830762,91408,1.95720001841906
"AGPAT2","up",0.0003130404176,0.011945802,3.129722,10555,1.64603451433569
"MATK","up",0.0003131692355,0.011945802,8.6744182,4145,3.11676699825315
"FAM110D","up",0.0003142456048,0.011945802,5.3121977,79927,2.40930883936219
"RC3H2","down",0.0003148708259,0.011945802,2.475678,54542,1.30782368207534
"EPHX1","up",0.0003155028087,0.011945802,21.4821939,2052,4.42506943304416
"SPEN","down",0.0003170198884,0.011945802,4.324973,23013,2.11269112630134
"EEF1D","up",0.000318818257,0.011945802,18.5038623,1936,4.20975452992534
"NEURL","up",0.0003188375906,0.011945802,5.4431042,9148,2.44442965454258
"LMNA","down",0.0003190419135,0.011945802,4.4925732,4000,2.1675420105614
"DCUN1D5","up",0.000319620272,0.011945802,2.8203975,84259,1.49589850690245
"DPAGT1","up",0.0003199904388,0.011945802,11.7873423,1798,3.55916656444904
"NXF1","up",0.0003200191364,0.011945802,2.5634903,10482,1.35810943872668
"SAP18","up",0.0003201110038,0.011945802,8.0488874,10284,3.00878937286241
"CCDC115","up",0.0003201124415,0.011945802,13.0374809,84317,3.7045932340757
"CYFIP2","down",0.0003208949876,0.011945802,8.1696764,26999,3.0302789345079
"SLC6A8","up",0.0003209056875,0.011945802,26.6832089,6535,4.73786026912117
"ZBTB5","up",0.0003246473986,0.012062995,8.8435887,9925,3.14463192946569
"NOL6","up",0.0003267642294,0.012119494,3.8265523,65083,1.93604511805564
"ESYT3","up",0.0003283259282,0.012128806,2.7040794,83850,1.43513751415873
"FAM111B","down",0.0003288055255,0.012128806,2.6924861,374393,1.42893889685385
"AGAP6","up",0.0003309764962,0.012135201,14.3778179,414189,3.84577283160141
"ACSL5","up",0.0003310525451,0.012135201,11.8123543,51703,3.56222462934583
"TMEM222","up",0.0003312158735,0.012135201,7.4074994,84065,2.88898660432972
"DNAJB12","up",0.0003313671162,0.012135201,5.6968094,54788,2.51015413830006
"PCDHB13","up",0.0003322432165,0.012145402,6.4679562,56123,2.69330990913675
"SCN1B","up",0.0003340584872,0.012189836,4.3770078,6324,2.12994495491854
"PLA2G16","up",0.0003385371085,0.012299046,3.1580452,11145,1.65903182013709
"ABCB8","up",0.0003388260917,0.012299046,6.7276614,11194,2.75010509726465
"PSMG4","up",0.0003395392153,0.012299046,4.8103044,389362,2.26612819180718
"CYB561D1","up",0.0003399816164,0.012299046,3.0614338,284613,1.61420748680098
"PON3","up",0.0003410397509,0.012299046,3.6678542,5446,1.87493629184529
"CLK3","down",0.0003419667678,0.012299046,3.9650376,1198,1.98733454690689
"RGMA","down",0.0003421187446,0.012299046,4.4511178,56963,2.15416768259807
"TMEM133","up",0.0003429900436,0.012299046,4.0427173,83935,2.01532532204942
"CYP2D6","up",0.0003434664335,0.012299046,3.7333903,1565,1.90048634026171
"PPIA","up",0.0003435836472,0.012299046,21.07478,5478,4.39744566581436
"PLAT","down",0.0003437076474,0.012299046,3.6346681,5327,1.86182363034965
"ENSA","down",0.0003455882406,0.012344606,4.4384447,2029,2.15005422236671
"MPP2","up",0.0003467896247,0.012365788,4.1680558,4355,2.05937459187852
"C20orf85","up",0.000351700824,0.012396028,13.3036991,128602,3.73375553845027
"UBE2D4","up",0.0003520644809,0.012396028,5.96512,51619,2.57655116083141
"SELK","down",0.0003522152527,0.012396028,3.3468734,58515,1.74281398017098
"TMEM27","up",0.0003528094498,0.012396028,2.4556805,57393,1.2961228689125
"C2orf54","down",0.0003530711723,0.012396028,2.7958206,79919,1.48327178997157
"IRF2BPL","up",0.0003536545462,0.012396028,2.2241177,64207,1.15323313730297
"MRPL33","up",0.0003543352796,0.012396028,2.0299448,9553,1.02144049694295
"LCP2","up",0.000355523084,0.012396028,11.4689732,3937,3.51966432969551
"HM13","up",0.0003560241425,0.012396028,4.1723177,81502,2.060849015663
"RBFOX2","down",0.0003566643095,0.012396028,64.7329718,23543,6.01642883238837
"RPS29","up",0.000357001303,0.012396028,2.5623538,6235,1.35746969123969
"CNPY4","up",0.0003578069508,0.012396028,7.7812475,245812,2.96000146855153
"EHBP1L1","down",0.0003585199128,0.012396028,8.2818693,254102,3.04995643505146
"BOLL","up",0.0003589161689,0.012396028,15.913408,66037,3.99217092981361
"RHOT1","up",0.0003591505215,0.012396028,5.3566444,55288,2.42132952615189
"MFF","up",0.0003592256028,0.012396028,3.1176761,56947,1.64047105209068
"FABP4","up",0.0003620644183,0.01244653,5.3888164,2167,2.42996843413502
"PNMA5","up",0.0003630436834,0.01244653,6.0483407,114824,2.59653940813644
"TMED5","down",0.0003631386033,0.01244653,3.2375879,50999,1.69491936227335
"SEC61G","up",0.0003649642397,0.012484654,9.117534,23480,3.18864367449448
"C9orf50","down",0.0003654794117,0.012484654,4.6216796,375759,2.2084172477949
"COQ4","down",0.0003668124179,0.012504172,45.4504498,51117,5.50622266699692
"ASIC3","up",0.0003675895375,0.012504172,7.4009647,9311,2.8877133352274
"INHBA","down",0.0003686812316,0.012504172,3.1602101,3624,1.66002047617201
"TMEM211","up",0.0003697520589,0.012504172,3.1746152,255349,1.66658173119327
"LPXN","up",0.0003697772369,0.012504172,5.1571276,9404,2.36656774179655
"DUT","up",0.0003698073017,0.012504172,2.6126635,1854,1.3855213236082
"MBD1","up",0.0003711306293,0.012504172,6.1410624,4152,2.61848826253748
"SLC2A5","up",0.0003714085109,0.012504172,2.7157206,6518,1.4413350592111
"SEMA6C","up",0.0003715876964,0.012504172,4.1434428,10500,2.05083000598644
"PRR19","down",0.0003731021631,0.012511279,179.1355463,284338,7.48490783297433
"HOXB7","up",0.000373120161,0.012511279,4.181755,3217,2.06410854001476
"FBLN2","up",0.000373645585,0.012511279,6.0536045,2199,2.59779442268322
"TMEM237","up",0.0003751094367,0.012539637,3.3637252,65062,1.75005984923428
"KRTAP22-1","up",0.0003789260644,0.01263022,27.5293511,337979,4.78289869915991
"CMTM4","up",0.000379061955,0.01263022,9.6268246,146223,3.26706000478822
"ZACN","up",0.0003798103497,0.012634444,2.5576283,353174,1.35480661265138
"C8orf46","down",0.0003823689599,0.012673585,3.1238879,254778,1.64334268362848
"AADAC","up",0.0003828576284,0.012673585,13.01888,13,3.70253343525363
"FLYWCH1","up",0.0003835705959,0.01267654,3.3049122,84256,1.72461194486242
"ZMAT3","up",0.0003849631429,0.012701909,2.832811,64393,1.50223435093644
"PCDHGB6","up",0.0003862202208,0.012722733,6.1540031,56100,2.62152517041073
"ARF1","up",0.0003907142969,0.012807403,2.9228526,375,1.54737707559932
"NKD1","up",0.0003907417831,0.012807403,4.2720573,85407,2.09493099765081
"TMEM229A","up",0.0003913110467,0.012807403,4.7134392,730130,2.23678011847188
"FXYD3","up",0.0003925912024,0.012809761,12.3816385,5349,3.63013033830945
"C16orf13","up",0.0003926436101,0.012809761,3.2223239,84326,1.68810151745776
"TMX2","up",0.0003937468675,0.012825168,5.074326,51075,2.34321620830118
"MTO1","up",0.0003958071941,0.01287165,5.6620852,25821,2.50133345830277
"C18orf21","up",0.000396877668,0.012873545,2.4465056,83608,1.29072258507342
"ATP6AP1L","up",0.0003972456241,0.012873545,3.6132122,92270,1.85328198516002
"PEX6","up",0.0003980311669,0.012873545,10.1295946,5190,3.34050453158584
"MTERFD1","up",0.0003989206513,0.012873545,3.4518292,51001,1.78736108027317
"TAF7","up",0.0003991649626,0.012873545,5.0613838,6879,2.33953187671033
"CSPG4","up",0.0003996657796,0.012873545,5.0519646,1464,2.33684452994427
"STOX2","down",0.0004004073655,0.012877025,256.2057422,56977,8.00115900015619
"SPAG8","down",0.0004040441864,0.012947249,2.9595493,26206,1.56537748931282
"KBTBD13","up",0.0004048316039,0.012947249,3.4825352,390594,1.80013793505447
"DAGLA","up",0.0004054183347,0.012947249,5.554417,747,2.47363549210971
"ANKS1A","down",0.0004056290296,0.012947249,4.1067037,23294,2.03798086015814
"PIGG","up",0.0004057760234,0.012947249,2.3887894,54872,1.25627966879283
"LINS","up",0.0004075469297,0.012967647,7.2911981,55180,2.86615589972457
"C16orf5","up",0.0004076913463,0.012967647,4.8713164,29965,2.2843116916338
"HNRNPC","up",0.0004091018424,0.012969171,2.4331009,3183,1.28279614966855
