GeneSymbol,Direction,PValue,FDR,FoldChange,EntrezID
NOSTRIN,down,0.0208000532121,0.073066208,2.6075186,115677.0
C1orf122,down,0.0208089133794,0.073082999,2.5970902,127687.0
DYX1C1,up,0.0208192713974,0.073094258,3.0928084,161582.0
ING2,down,0.0208318047853,0.07310348,2.4000337,3622.0
DENND1A,down,0.0208322438333,0.07310348,3.4790617,57706.0
C12orf75,down,0.0208657838092,0.073138,3.7338418,387882.0
CCL5,down,0.0208678635062,0.073138,4.254899,6352.0
LIMK2,up,0.0208689361897,0.073138,2.0710238,3985.0
RAPGEF4,down,0.0208698352593,0.073138,2.6669264,11069.0
PARP8,up,0.0208708683465,0.073138,2.8118026,79668.0
BRI3BP,down,0.0208770461247,0.073147037,2.742965,140707.0
C22orf43,up,0.0208857212344,0.07316482,2.7964716,51233.0
ATAD1,up,0.0208983237959,0.073196352,4.586751,84896.0
PPP1R8,up,0.0209116378606,0.07321775,4.1360731,5511.0
SMOX,up,0.0209272468565,0.073247166,2.9278535,54498.0
TSPAN2,up,0.0209590556824,0.073321115,3.5787596,10100.0
NDUFAF3,up,0.0209799524702,0.073354493,2.2702381,25915.0
HOMEZ,up,0.0209831745681,0.073354493,2.0214922,57594.0
C8orf48,up,0.0210126600625,0.073427884,4.3856485,157773.0
METAP1D,up,0.0210130523753,0.073427884,2.8492246,254042.0
LSM4,up,0.0210150062953,0.073427884,2.8745462,25804.0
LYPD1,up,0.0210456625797,0.07349815,2.4044296,116372.0
BBS10,up,0.0210488972342,0.07349815,5.0357272,79738.0
CCBL1,down,0.0210513790129,0.07349815,2.4107413,883.0
ZFP90,down,0.0210527483263,0.07349815,3.4360009,146198.0
MRC1,down,0.0210606960551,0.073504361,4.0184264,4360.0
SSPN,down,0.0210658094149,0.073504361,5.2816368,8082.0
CLPSL2,down,0.0210658255356,0.073504361,3.4435573,389383.0
GBAS,up,0.0210713929096,0.073511167,2.3369121,2631.0
ANKRD49,up,0.0210930046454,0.073561311,3.6932454,54851.0
ERBB4,up,0.0210999472229,0.073572899,2.5332458,2066.0
PIH1D1,up,0.021112786537,0.073605041,4.6422328,55011.0
TCTN1,up,0.0211208255926,0.073620439,2.1941097,79600.0
SH2D7,up,0.0211280811107,0.073633102,2.097485,646892.0
CDK11A,down,0.0211332759876,0.07363858,4.8321213,728642.0
ULK4,up,0.0211473915658,0.073675134,2.2304245,54986.0
NAA20,down,0.0211525971239,0.07368064,10.5315392,51126.0
SIGLEC14,down,0.0211875251107,0.07374853,4.1048103,100049587.0
C11orf31,up,0.0211898495929,0.07374853,4.2697275,280636.0
HOXC12,up,0.021190229671,0.07374853,2.2216047,3228.0
PFKFB2,down,0.0212090360009,0.073788712,2.921056,5208.0
MAG,up,0.0212580017811,0.073934619,2.5542456,4099.0
NACAD,up,0.0212582491303,0.073934619,2.5132148,23148.0
CLDN23,down,0.0212714282288,0.073950503,3.7558253,137075.0
CERS4,up,0.0212722329209,0.073950503,3.1186959,79603.0
ZC3H7A,up,0.0212737314777,0.073950503,2.8521978,29066.0
EIF5B,down,0.021286961447,0.07397119,3.2892812,9669.0
SPATA25,up,0.0212994887385,0.073995713,2.7560021,128497.0
DERA,up,0.0213012996415,0.073995713,3.2326504,51071.0
MARCKS,down,0.0213121098971,0.074000808,5.492181,4082.0
AIDA,down,0.0213136891288,0.074000808,3.7438151,64853.0
NOL10,up,0.0213228233083,0.074018449,3.0585523,79954.0
YPEL3,up,0.0213260534786,0.074018449,2.0677236,83719.0
MAPT,down,0.0213372196439,0.074035717,3.9479716,4137.0
CD207,up,0.0213500656031,0.07405089,3.3988654,50489.0
ZNF236,up,0.0213513471244,0.07405089,2.0333462,7776.0
SMC6,up,0.0213725933711,0.074091414,2.2942122,79677.0
CASP4,up,0.0213980368455,0.074166968,4.9976817,837.0
GID8,up,0.0214193963012,0.074225547,7.1343042,54994.0
ART3,up,0.0214222413851,0.074225547,2.5767993,419.0
PLK1S1,up,0.0214328031223,0.074249484,3.0501189,55857.0
KCNA4,up,0.0214469295845,0.074285761,2.3318422,3739.0
SCML1,down,0.0214590785201,0.074315177,2.9516091,6322.0
YTHDC1,up,0.0214698370771,0.074325479,2.6598307,91746.0
U2AF2,up,0.0214750403425,0.074325479,2.0206829,11338.0
KCND3,down,0.0214895574628,0.074357381,8.0017149,3752.0
LOC81691,up,0.0214945981297,0.074362163,3.7462489,81691.0
AKAP12,down,0.0215267433868,0.074437842,6.2338961,9590.0
STARD7,up,0.0216429037574,0.07471578,3.3272146,56910.0
CEACAM16,down,0.0216441250377,0.07471578,8.4383871,388551.0
STYXL1,up,0.0216450212106,0.07471578,3.7777087,51657.0
COL11A2,down,0.0216458484606,0.07471578,2.2746173,1302.0
SNX14,up,0.0216482768626,0.07471578,9.0663098,57231.0
DLL3,down,0.0216657197915,0.074750595,96.0397139,10683.0
FAM115C,up,0.0216790334213,0.074783835,6.2851983,285966.0
CYSLTR2,up,0.0217070727271,0.07485515,2.0079974,57105.0
KDM2A,down,0.0217117445087,0.074858559,8.9791841,22992.0
HNF4A,down,0.0217259578717,0.07489486,3.8556423,3172.0
ASAH1,up,0.0217373178412,0.074921313,2.2515419,427.0
PEX7,up,0.0217482925857,0.07494643,3.9635587,5191.0
MT1G,up,0.0217578148244,0.074953828,12.9464651,4495.0
BCAR1,down,0.0217623068893,0.074956598,3.4671373,9564.0
C20orf151,down,0.0217901209254,0.075034772,3.964579,140893.0
METTL21B,up,0.0218036843389,0.075048245,2.3078844,25895.0
ITGB4,up,0.0218715623929,0.075253516,2.0532752,3691.0
PKIA,up,0.0218735944768,0.075253516,4.194785,5569.0
ZNF490,down,0.0218781317546,0.075253516,3.8560136,57474.0
TRAM1,up,0.0219223863798,0.075378732,2.369583,23471.0
MTHFSD,down,0.0219301854217,0.075378732,2.7283747,64779.0
IFNAR1,down,0.021935018078,0.075378732,2.1692415,3454.0
PRELP,down,0.0219532502151,0.075409804,2.3196936,5549.0
ST3GAL1,down,0.021964588777,0.075425208,5.2443879,6482.0
C4orf26,down,0.0219984305074,0.075498469,12.2780207,152816.0
NIPA2,up,0.0220103613709,0.075516643,2.8185319,81614.0
TRAT1,down,0.0220161065032,0.075523606,3.3823912,50852.0
REPS1,up,0.0220471629045,0.075617379,3.9268382,85021.0
NEO1,down,0.0220747673337,0.075665251,3.5165984,4756.0
SPIN1,down,0.0220760117601,0.075665251,2.2294265,10927.0
CR1,down,0.0221098318979,0.075681504,5.9792658,1378.0
VEZF1,down,0.0221104067086,0.075681504,3.6379032,7716.0
RUNX2,up,0.0221117328891,0.075681504,2.2031117,860.0
AIFM1,down,0.0221139244529,0.075681504,4.2106336,9131.0
VEGFA,up,0.0221166345976,0.075681504,2.336778,7422.0
NTM,down,0.0221171487505,0.075681504,10.3104238,50863.0
SNAI2,up,0.0221179892812,0.075681504,4.6036483,6591.0
H2AFY2,up,0.0221468145107,0.07576738,2.6622001,55506.0
HOXB2,up,0.0221569778641,0.075789393,4.7874323,3212.0
SOCS6,up,0.0221624854459,0.075791209,3.5017509,9306.0
TCEB1,up,0.0221713470546,0.075793438,2.0898919,6921.0
UXS1,up,0.0221730765448,0.075793438,2.1170377,80146.0
STYX,up,0.0221819470777,0.075805639,2.9348643,6815.0
UBE3D,up,0.0222212152348,0.075846082,3.5422673,90025.0
TWIST1,up,0.0222311010899,0.075846082,2.4345946,7291.0
NFKB1,down,0.0222328742316,0.075846082,2.0345206,4790.0
RPS6KC1,down,0.022233046232,0.075846082,2.5450852,26750.0
TMEM139,down,0.0222334254766,0.075846082,2.1869604,135932.0
HDAC11,down,0.0222422101802,0.075846082,4.7969439,79885.0
AKR1C4,up,0.0222481840665,0.075846082,5.9925508,1109.0
OLFML1,up,0.0222653215556,0.07589028,2.4120277,283298.0
ABCA9,up,0.0222686165484,0.07589028,2.7945253,10350.0
ADM,up,0.0222757570133,0.075901888,5.0464342,133.0
COQ2,up,0.0223129831969,0.076003248,3.6824587,27235.0
FAM26F,up,0.0223222791022,0.076022172,2.7447471,441168.0
FMOD,down,0.0223359503767,0.076055988,5.3620382,2331.0
CPT1B,down,0.0223681090621,0.076086029,6.9124883,1375.0
SPRR4,down,0.0223706289512,0.076086029,9.8359652,163778.0
ALDH3A2,up,0.0223709770996,0.076086029,8.3467545,224.0
CC2D2B,up,0.0223849763889,0.076118173,3.4727675,387707.0
SYNE3,up,0.022387918273,0.076118173,3.0137138,161176.0
LPL,down,0.0224142663628,0.07619501,3.4921362,4023.0
OPCML,down,0.0224344935244,0.076251017,5.3566369,4978.0
ARMC1,up,0.0224654377246,0.076330662,2.3256914,55156.0
EPHB2,down,0.0224782348468,0.07633586,2.9706875,2048.0
FGFR3,down,0.0224924079131,0.076358475,3.4771539,2261.0
EIF3E,up,0.0225033114946,0.076382733,3.6656695,3646.0
CSNK1G3,up,0.0225126612106,0.07639792,4.0845166,1456.0
CTBP2,up,0.0225248125701,0.076406748,2.2050444,1488.0
ISG20,down,0.0225279412377,0.076406748,3.2991639,3669.0
CCDC64B,down,0.0225317604555,0.076406748,2.1116608,146439.0
RWDD2B,up,0.0225329419323,0.076406748,2.1533378,10069.0
FOXK2,up,0.0225636080298,0.076485212,2.0872109,3607.0
FGFR1OP2,up,0.0226118683766,0.076598677,3.8323716,26127.0
LYZ,up,0.0226262912449,0.076633789,20.0242773,4069.0
AMTN,down,0.0226493506615,0.076660791,2.1727164,401138.0
GSR,down,0.0226640817741,0.076662883,2.6597426,2936.0
SEMG2,down,0.0226650559382,0.076662883,3.2506334,6407.0
MAPK3,up,0.0226950881203,0.076751692,2.2400994,5595.0
VWC2L,up,0.0227043831675,0.076770352,2.3025873,402117.0
SAA2,down,0.022709681428,0.076775495,6.0327217,6289.0
LACTB2,down,0.0227207738509,0.076800221,3.2100636,51110.0
PKD1L1,down,0.0227422825863,0.076850217,7.2046033,168507.0
EPS15,down,0.0227432568026,0.076850217,2.3091406,2060.0
PPP1R26,up,0.0227469080338,0.076850217,2.6281991,9858.0
DEFB1,up,0.0227614394621,0.076872863,16.0327893,1672.0
SOD3,up,0.0227649574871,0.076872863,2.6246457,6649.0
CMTM1,down,0.0227734691893,0.076888831,8.0719977,113540.0
IGJ,up,0.0227833942207,0.076905916,20.1402339,3512.0
DIAPH2,down,0.0228096043455,0.076946923,3.4030487,1730.0
NRBP1,up,0.0228171071778,0.07695946,2.2892108,29959.0
C11orf75,down,0.0228218042649,0.076962531,6.9485839,56935.0
PHAX,up,0.022860895226,0.077064692,3.3684935,51808.0
ZNF383,down,0.02286895533,0.077070389,2.2195568,163087.0
CDH22,up,0.0228819645731,0.077088667,3.3377606,64405.0
ANGEL1,down,0.0228924969391,0.077111369,15.2840919,23357.0
ANAPC5,up,0.0229072947806,0.077126255,2.4404772,51433.0
SSX7,down,0.0229083001321,0.077126255,3.1678898,280658.0
ATXN7L1,up,0.0229210786592,0.077156496,5.3482416,222255.0
VGLL4,down,0.0229340214274,0.077170286,6.9761487,9686.0
SCGB3A2,up,0.0229365656578,0.077170286,2.4268433,117156.0
BCAN,up,0.0229427224708,0.077178225,3.2184634,63827.0
GCOM1,up,0.0229753622699,0.077241428,2.1213379,145781.0
BCL2A1,down,0.0229763148346,0.077241428,2.0688538,597.0
MPO,down,0.0229767119691,0.077241428,7.7462575,4353.0
CHST14,up,0.0229912052561,0.077273883,3.4933365,113189.0
SRPRB,up,0.0229939701481,0.077273883,2.9542158,58477.0
TMC7,up,0.0230048763199,0.077297754,2.1211709,79905.0
ELOVL4,up,0.0230177694775,0.077328292,9.7832009,6785.0
RNF165,up,0.0230390573196,0.07737423,2.1644543,494470.0
SLC6A1,up,0.0230609596558,0.077422201,3.4193464,6529.0
MDGA2,down,0.0230668182985,0.07742908,4.8755989,161357.0
TMEM187,up,0.0231308464341,0.077609329,4.7771609,8269.0
SLC6A13,up,0.0231319710822,0.077609329,3.4789312,6540.0
THAP10,down,0.0231380914091,0.07761705,27.2920659,56906.0
BTAF1,down,0.0231559767058,0.077651415,9.3446174,9044.0
CEBPZ,up,0.0231653099143,0.077657088,3.3037448,10153.0
C6orf120,down,0.0231905506459,0.077697688,3.9894541,387263.0
DMBT1,down,0.023195424236,0.077697688,6.9071392,1755.0
COG7,up,0.0231965348559,0.077697688,3.0790536,91949.0
TECPR1,down,0.0232307758445,0.077786741,3.4365056,25851.0
FAM111A,down,0.0232450777322,0.077809527,4.779068,63901.0
GALNT5,down,0.0232452374,0.077809527,2.4756216,11227.0
TUBGCP4,up,0.023250277151,0.077813582,4.9504449,27229.0
ZSCAN21,down,0.0232755513128,0.077859707,3.8402845,7589.0
NIT1,up,0.0232930090267,0.077905284,3.6572832,4817.0
ANO2,down,0.0233071044881,0.077913964,2.2139838,57101.0
FAM129C,up,0.0233164594875,0.077932419,3.3428128,199786.0
MRPS33,up,0.0233422041643,0.07800564,2.886849,51650.0
EHD1,down,0.0233478114865,0.078011552,4.4055826,10938.0
STPG1,up,0.0233627964025,0.078037844,4.3563844,90529.0
SCGB1C1,down,0.0233658685878,0.078037844,4.7121623,147199.0
USP28,up,0.023367198889,0.078037844,4.7564629,57646.0
MYNN,up,0.0234016619227,0.078127335,2.1767801,55892.0
C19orf12,down,0.0234107792625,0.078144866,2.129559,83636.0
PTAFR,down,0.0234148800515,0.07814572,8.9464558,5724.0
IPO4,up,0.0234234481879,0.078161482,2.1796697,79711.0
IDE,up,0.0234321955215,0.0781724,4.1382936,3416.0
SLC30A7,down,0.0234651528249,0.078249259,3.9346875,148867.0
C1QL1,up,0.0234746410541,0.0782514,3.3562517,10882.0
PIK3CA,up,0.0234770099505,0.0782514,4.4916747,5290.0
ALPL,down,0.0234776307885,0.0782514,6.3816655,249.0
DENND1C,up,0.0234811951487,0.0782514,2.5064652,79958.0
GALNT14,down,0.0235126672834,0.078343436,9.3085425,79623.0
UBR5,down,0.023521009499,0.078358387,2.9546294,51366.0
TMUB1,down,0.0235450144493,0.078425503,2.9488819,83590.0
RNASEL,up,0.0235654998177,0.078480876,2.440266,6041.0
HFM1,up,0.0235741920938,0.078496962,2.6692875,164045.0
TBC1D3G,up,0.023585128904,0.078520515,5.3607733,654341.0
EXOC4,down,0.0236129265411,0.078599264,4.7670655,60412.0
MTFR1,up,0.0236170771723,0.078599264,4.8832824,9650.0
C21orf58,up,0.023620383939,0.078599264,3.1933809,54058.0
TLR6,up,0.0236395245699,0.078624339,2.438109,10333.0
CLIP2,down,0.0236454848733,0.078629753,2.0398881,7461.0
AFAP1L1,down,0.0236520113995,0.078629753,5.7654498,134265.0
FOPNL,up,0.0236540640764,0.078629753,7.0765033,123811.0
SLC16A11,up,0.0236566268626,0.078629753,5.5823637,162515.0
CARNS1,down,0.0236679422603,0.078654501,4.5719264,57571.0
DHX33,down,0.0236771520359,0.078672244,2.3830282,56919.0
ARID2,down,0.0236879664778,0.078674128,2.5320574,196528.0
ABCG1,up,0.0237368969505,0.078788286,3.4652773,9619.0
DUS1L,up,0.0237392110229,0.078788286,3.0674232,64118.0
NOB1,up,0.023802499596,0.078972544,2.3814085,28987.0
DNMT3A,down,0.0238412595455,0.079075326,2.7403394,1788.0
PAH,up,0.0238640314752,0.079123139,2.5019563,5053.0
LRRTM4,down,0.0238645721116,0.079123139,6.1660942,80059.0
PHTF1,up,0.0238673536585,0.079123139,3.3952042,10745.0
IMMT,up,0.0238894876011,0.079161044,2.7407305,10989.0
PPP2R5A,up,0.0238904721554,0.079161044,5.5431666,5525.0
EDEM1,down,0.0239021638125,0.079186875,3.6036236,9695.0
HARS2,up,0.0239093990116,0.079197936,3.4922195,23438.0
ABCF1,down,0.0239145402985,0.079202058,9.4709294,23.0
FAM168B,down,0.0239185593374,0.079202463,2.2412299,130074.0
SLC19A3,down,0.0239290062434,0.079224149,3.0433046,80704.0
BRD9,up,0.0239545512425,0.079295807,2.6193404,65980.0
PDCD7,down,0.0240086900793,0.079421108,6.9464583,10081.0
GMPPB,down,0.0240132293395,0.079421108,2.8626762,29925.0
NAF1,up,0.024015304915,0.079421108,3.0173973,92345.0
JOSD2,up,0.0240157432374,0.079421108,2.2385468,126119.0
RASGEF1C,down,0.0240232865147,0.07943278,2.0513815,255426.0
MAN1B1,up,0.0240320184143,0.079433154,2.3614509,11253.0
SHC1,down,0.0240351240417,0.079433154,22.3140157,6464.0
TMEM116,up,0.0240643595637,0.079516844,2.3222372,89894.0
SRP72,down,0.024087692434,0.079568072,11.9675561,6731.0
FOXD1,up,0.024103270798,0.079606594,3.0644553,2297.0
COMMD3,up,0.0241257187367,0.079660643,2.4466872,23412.0
TTC33,up,0.0241274744815,0.079660643,2.5761914,23548.0
FAM75A5,down,0.0241342986523,0.079670232,7.7651594,727905.0
DSCAML1,up,0.0241419051974,0.079682401,2.2355949,57453.0
SLC16A8,down,0.0241724950826,0.079763315,3.2389785,23539.0
SRSF9,up,0.0241742690764,0.079763315,2.4391523,8683.0
SPAST,down,0.0241795245169,0.079767706,2.2097095,6683.0
IRX4,down,0.0241851852929,0.079773433,4.541902,50805.0
C2orf40,up,0.0241894254386,0.079774472,2.3458666,84417.0
WDR76,down,0.0241979528254,0.07977945,2.0531718,79968.0
RERE,down,0.0242027102762,0.07977945,2.8274362,473.0
COX4I2,up,0.0242364130818,0.079838423,3.1937081,84701.0
SIAE,up,0.0242461225176,0.079838423,2.9548258,54414.0
CNOT1,up,0.0242475904426,0.079838423,7.763453,23019.0
KCNV1,up,0.0242545344985,0.079838423,2.2008217,27012.0
C18orf56,down,0.0242567340236,0.079838423,4.0022155,494514.0
CISH,down,0.0242598819876,0.079838423,2.2138887,1154.0
GSTM2,up,0.0242726872243,0.07984785,2.4329738,2946.0
DNASE1L1,up,0.0243245331811,0.079999375,2.7070965,1774.0
HIF1A,up,0.0243298186661,0.080003812,2.976025,3091.0
UPF3B,down,0.0243600212645,0.080064268,7.563542,65109.0
DTNA,up,0.0243919147383,0.080151095,2.2266003,1837.0
CCR4,down,0.0243943258582,0.080151095,8.8381993,1233.0
GK,up,0.024406907814,0.08016518,3.8103341,2710.0
RPH3AL,up,0.0244071482378,0.08016518,2.0190461,9501.0
SPRY2,up,0.024410445182,0.08016518,3.3002424,10253.0
SLC6A3,up,0.0244244934183,0.080185403,2.8690496,6531.0
BET3L,down,0.0244298148918,0.08018992,5.0671055,100128327.0
PSTPIP2,down,0.0244455725001,0.080228687,10.6880459,9050.0
HMGCS1,up,0.0244979987086,0.080352993,4.2401664,3157.0
NFATC2IP,down,0.024503215372,0.080352993,5.3192695,84901.0
MAGEA3,up,0.0245185865631,0.080390429,2.001044,4102.0
PCDH19,down,0.0245298085942,0.080414252,2.5649623,57526.0
SHC2,up,0.0245347139431,0.080417362,3.2658672,25759.0
TOP3B,down,0.0245400969131,0.080422036,7.1910551,8940.0
PPAP2B,down,0.0245701387244,0.080507508,5.977267,8613.0
ABCF2,up,0.0245801006435,0.080520482,2.3428086,10061.0
DPH5,up,0.024587125538,0.080520482,2.3556754,51611.0
MAPK11,up,0.02458939706,0.080520482,2.601475,5600.0
MED19,down,0.024593701871,0.080520482,4.8514502,219541.0
MT1H,up,0.0245939067456,0.080520482,2.4048752,4496.0
NOL9,up,0.0246181529605,0.080586883,2.4397831,79707.0
RARRES1,down,0.0246423134098,0.080650247,2.7586331,5918.0
DTD1,down,0.0247128717902,0.080799087,2.21212,92675.0
ZNF260,up,0.0247147809045,0.080799087,3.6441028,339324.0
ANKRD28,down,0.0247266628342,0.080811935,2.514742,23243.0
TIRAP,up,0.0247309848195,0.080813065,3.0833328,114609.0
XAGE2,down,0.0247915056445,0.080941881,8.4826563,9502.0
ANKRD20A3,down,0.02479716752,0.080941881,7.1695861,441425.0
HECTD1,down,0.0248030024568,0.080941881,2.7511508,25831.0
ATP2B2,down,0.0248062474583,0.080941881,6.0704943,491.0
WDR75,up,0.0248160107591,0.080960741,3.1791162,84128.0
RIMS3,down,0.0248212484369,0.080964833,5.3654611,9783.0
SPTLC1,up,0.0248818347214,0.081121429,2.2994224,10558.0
RAB3GAP2,up,0.024885220762,0.081121429,2.9130098,25782.0
ATG4D,up,0.0248900253662,0.08112408,4.1302604,84971.0
COX6A1,up,0.0249025024984,0.081151734,9.369147,1337.0
BCLAF1,down,0.0249343622695,0.08122951,3.476439,9774.0
NPVF,down,0.0249421560031,0.081241878,2.981231,64111.0
CERS6,up,0.0249624590061,0.081281958,2.1901847,253782.0
CPE,up,0.0250018896703,0.08137489,2.5239506,1363.0
NFE2L2,up,0.0250033880875,0.08137489,4.0363128,4780.0
C12orf5,up,0.0250070140703,0.08137489,4.9211705,57103.0
POLB,up,0.0250293817176,0.081395549,2.0787487,5423.0
RGPD6,up,0.0250342031446,0.081398205,2.7135772,729540.0
PHEX,up,0.0250527813403,0.081445582,2.3874641,5251.0
LYNX1,down,0.0250574370183,0.08144769,8.3922307,66004.0
DGKI,down,0.0250707205365,0.081477837,2.7374326,9162.0
KLHL28,down,0.0251032973924,0.081570667,3.8749206,54813.0
XCR1,down,0.0251158011739,0.081598251,2.6562439,2829.0
ZNF292,down,0.0251279761198,0.081624759,3.025212,23036.0
GPR183,down,0.0251761312637,0.081741992,5.9314963,1880.0
PLCXD2,up,0.0251831154226,0.081751609,6.8604156,257068.0
LRPPRC,up,0.0252517676162,0.08191929,2.4924225,10128.0
NCR1,down,0.0252549211309,0.08191929,3.4261108,9437.0
ZNF385A,down,0.0252798284227,0.081975994,2.4796187,25946.0
IQCB1,up,0.0252823979749,0.081975994,2.0315126,9657.0
RIMBP3B,down,0.0252887301384,0.081976625,2.7352736,440804.0
ZMYM1,up,0.0252983672634,0.081981715,5.4367211,79830.0
TESPA1,down,0.0253121069897,0.082012181,2.6373386,9840.0
TBK1,up,0.0253279417113,0.082029666,2.3210158,29110.0
KCNJ6,down,0.0253293079507,0.082029666,5.2061011,3763.0
MED7,up,0.0253388023903,0.082047341,5.6779513,9443.0
WDR66,up,0.0253457590792,0.082056794,5.0757654,144406.0
TRIQK,up,0.0254068981628,0.082224163,2.8569878,286144.0
MON1B,up,0.025409592578,0.082224163,4.8039523,22879.0
TPRA1,up,0.0254180826266,0.082238543,2.1912478,131601.0
BCAT2,up,0.0254292505433,0.082261582,4.266272,587.0
GATS,up,0.0254334089335,0.082261941,2.6739145,352954.0
RFXAP,down,0.0254392085344,0.082267608,2.1391149,5994.0
RNF180,up,0.0254566732048,0.08231099,2.0914977,285671.0
C10orf11,down,0.0254715798431,0.082346089,5.5359455,83938.0
RAB14,down,0.0255035897083,0.082434524,4.1108778,51552.0
SYT10,down,0.0255151581809,0.082434524,5.2012605,341359.0
TSPO,up,0.0255244598885,0.082441336,2.8481022,706.0
CYB561D2,up,0.0255294351451,0.082441336,3.4344012,11068.0
MMP7,down,0.0255408408681,0.082459785,11.4414202,4316.0
FDCSP,up,0.0255446885097,0.082459785,3.13717,260436.0
ARHGAP25,up,0.0255657313911,0.082506112,2.0409266,9938.0
KCNV2,down,0.0255713808412,0.082511242,3.3974879,169522.0
FAM103A1,up,0.0255934435734,0.08255622,3.8992774,83640.0
ALDH5A1,up,0.0256010405444,0.082560963,4.0288469,7915.0
C7orf73,up,0.0256030381639,0.082560963,6.3500686,647087.0
SSBP2,down,0.0256332726922,0.082645347,3.7831256,23635.0
VPS18,down,0.0256704877622,0.082725965,8.6191137,57617.0
CDC42BPG,down,0.0257014061061,0.082786225,4.6177856,55561.0
LRRN3,down,0.0257109361848,0.082793983,7.0683545,54674.0
NADK,up,0.0257119617153,0.082793983,2.0900858,65220.0
RAP1GAP,down,0.0257249862595,0.082822801,5.5985596,5909.0
DSG4,down,0.0257812443421,0.082964501,4.7789381,147409.0
RHOV,up,0.0258168029547,0.083065778,8.9352036,171177.0
TCL1A,down,0.0258326332362,0.08309716,6.8742758,8115.0
ASXL1,down,0.0258347333713,0.08309716,4.7722887,171023.0
NDUFB3,up,0.0258438836201,0.083104103,3.6904379,4709.0
HMGB2,up,0.0258450694543,0.083104103,3.9966591,3148.0
TSPAN32,up,0.0258493995277,0.083104879,2.118353,10077.0
C2orf68,down,0.0258955167262,0.083198821,5.7818103,388969.0
ELOVL5,up,0.0258990868045,0.083198821,4.8508196,60481.0
NMNAT3,up,0.0259426425871,0.083299243,2.1115547,349565.0
CLVS1,up,0.025956799428,0.083311703,4.4861674,157807.0
SEPT7,up,0.0259621170216,0.083311703,2.9494142,989.0
PLD4,up,0.0259629189768,0.083311703,2.3272931,122618.0
TUBA4A,up,0.0259752120081,0.083323423,3.1951392,7277.0
NEDD9,down,0.0260203472535,0.083443288,3.0351438,4739.0
PSD,up,0.0260370507039,0.083470513,3.0567735,5662.0
BZW1,up,0.0260488860922,0.083482121,2.6631205,9689.0
GPR89C,up,0.0260562499857,0.083492556,2.0939886,728932.0
TRPV2,up,0.0260813900729,0.083527156,3.042381,51393.0
C21orf91,up,0.0260834862233,0.083527156,3.1171651,54149.0
HOXB6,down,0.0260880340692,0.083528559,19.8616549,3216.0
LIMCH1,down,0.0261027183532,0.083562411,3.1267594,22998.0
TMOD4,up,0.0261340930821,0.083636505,3.5663337,29765.0
LMO4,up,0.0261408726652,0.083645031,4.9709444,8543.0
HHATL,down,0.026155077147,0.083671495,2.938026,57467.0
MORC4,up,0.0261573765165,0.083671495,2.9548877,79710.0
PACS1,down,0.0261762283284,0.083710813,11.1840042,55690.0
TMEM125,down,0.0261956041252,0.083731789,2.8189862,128218.0
BLM,down,0.0262009435564,0.083731789,2.8677283,641.0
AKIRIN1,up,0.0262291905029,0.083773392,2.0192205,79647.0
LILRA3,up,0.0262299296887,0.083773392,5.6942643,11026.0
PKP2,up,0.0262345702822,0.083773392,3.6593367,5318.0
GATA1,up,0.0262733172412,0.083883942,4.4154345,2623.0
CBX3,down,0.0262891630616,0.083921351,4.1158759,11335.0
C1GALT1,up,0.0263495452329,0.084080437,3.2306689,56913.0
TCP11L1,up,0.0263514087791,0.084080437,2.4508367,55346.0
ATL3,up,0.0263666187677,0.084102562,3.1799797,25923.0
ZNF138,up,0.0263816165188,0.084123997,2.654156,7697.0
ZBTB3,up,0.0264027490038,0.084172314,3.9236783,79842.0
TNS1,down,0.0264076637758,0.084172314,2.2896057,7145.0
PDF,up,0.0264091929497,0.084172314,2.2106432,64146.0
SNRPF,up,0.026421806637,0.084199313,2.3776505,6636.0
LGR6,down,0.0264640094028,0.084300712,2.9707092,59352.0
DCAF4,up,0.026466092787,0.084300712,3.4879092,26094.0
KCNQ4,up,0.0264789366845,0.084306751,3.1528685,9132.0
SIX3,down,0.026480408275,0.084306751,2.5053336,6496.0
RGS4,up,0.0265077368698,0.084362171,2.9362429,5999.0
TSPY4,down,0.0265102675599,0.084362171,3.0273084,728395.0
ASCC1,up,0.0265228337005,0.08437582,5.3531504,51008.0
INCA1,down,0.0265228593471,0.08437582,3.3354211,388324.0
GRK4,up,0.0265324719416,0.084393191,2.2289995,2868.0
SERPINB11,up,0.0265509666984,0.084438804,7.0101715,89778.0
PTTG2,up,0.0265719311117,0.084452628,2.9893082,10744.0
SLC25A1,up,0.0265808714524,0.084467826,4.7236881,6576.0
C16orf59,up,0.0265962074843,0.084491484,3.1916025,80178.0
ATP6V0D1,up,0.0265991425661,0.084491484,3.102506,9114.0
TEAD2,up,0.026600787414,0.084491484,2.9281031,8463.0
LCE1C,down,0.026626426455,0.084527641,2.2794078,353133.0
SLN,up,0.0266686650811,0.084603219,2.9394753,6588.0
AJUBA,up,0.0266747916901,0.084603219,5.775935,84962.0
YBEY,up,0.0266768857055,0.084603219,2.6569505,54059.0
AQP12A,up,0.0266831798065,0.084603219,2.604786,375318.0
F11,down,0.0266845058628,0.084603219,4.9654691,2160.0
PIAS4,down,0.0267024111388,0.084642312,2.665864,51588.0
GUF1,up,0.0267386387562,0.084743932,4.8462001,60558.0
